number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
4,76.5177175,55.70984271,59.31009613,35.42194546,1.197273033,1.077782861,122.90607,29.97904271,44.28945853,51.32686699,787.05,1011.71,734.2196242,940.5864385,1.313008024,0.811136187,772,726.8142857,314.5059658,353.5965272,151.75,104.8857143,131.3021966,84.32030067,1.275273991,1.246113094,171,37.97142857,65.57962717,67.8914139,4434.35725,2886.130857,674.4847514,52.46402069,0.99598278,0.830562563,8958.571,1491.783429,3402.856196,3550.916503,79.6075,110.8584286,48.47726468,94.23176974,1.096671769,0.771173466,135.97,81.14871429,54.37309692,44.32362958,6.9055,3.871142857,3.479474849,1.044544671,1.088575342,1.044969536,12.878,1.744571429,4.599064117,4.684013951,112.006645,61.81518857,8.339818346,0.642942303,0.403693221,0.316851791,399.97342,57.12766857,166.7423511,138.3096836,2.25,2.242857143,2.213363839,2.206962815,1.368922361,1.096051918,1,1.057142857,0.433012702,0.428809458,33
5,111.273574,63.713457,82.79331938,37.93423103,1.409442185,1.335472387,184.5906,27.84874271,64.45900432,60.90309995,821.54,1020.902857,768.2333048,949.1651904,1.542797189,0.896265619,810.6,728.8071429,303.9566456,351.9029424,162.4,107.4571429,142.4794062,85.44527547,1.508797183,1.394493923,205,40.02857143,67.43174327,71.43602247,6430.2858,3119.873714,1301.766876,54.06426022,1.278833215,1.172173847,13532.571,1491.783429,4621.71606,3980.726032,65.77,106.1664286,28.73768618,81.0365778,1.183534089,0.732581988,141,81.36428571,56.11594782,48.7365276,5.9824,3.407857143,3.200206904,0.969316226,1.275517306,1.182759254,12.878,1.431857143,4.508832115,4.264068042,87.865316,44.29947429,7.294269138,0.529257784,0.396023542,0.392436443,399.97342,39.98481143,156.1795902,118.7242098,2.2,2.242857143,2.168943542,2.206962815,1.594166699,1.173869026,1,1.057142857,0.4,0.428809458,26
5,92.729214,58.201829,73.13278722,36.25929654,1.449309193,1.026456747,122.90607,36.93242614,47.09463317,53.81924307,766.44,1010.716429,720.6055105,938.8772148,1.544144543,0.794064497,810.6,745.125,290.1830291,354.8838711,161.2,104.8285714,141.4652148,84.2923342,1.50832754,1.176431736,205,51.75,67.32131906,67.90349695,5821.4858,3010.088,1237.09508,54.03483605,1.314442185,0.855641473,10488.571,1667.383429,3767.403176,3612.407887,90.89,112.265,69.83331461,101.1242663,1.427996553,0.8181547,127.05,81.20785714,49.43816744,41.65378336,7.7844,3.809714286,4.403790498,1.036344693,1.37497728,1.015367207,12.878,1.697142857,4.473362655,4.626394391,172.205316,61.15804571,16.06422788,0.619414575,0.847404163,0.445682026,429.97342,54.27052571,198.5546003,139.087001,2,2.264285714,1.888175023,2.221651736,1.557113098,1.040517278,2,1.135714286,0.632455532,0.456863754,27
5,92.729214,58.51841614,73.13278722,36.39660203,1.449309193,1.057755123,122.90607,36.161939,47.09463317,53.97986965,766.44,1010.612857,720.6055105,938.7454125,1.544144543,0.807078215,810.6,743.1642857,290.1830291,354.9635112,161.2,104.9714286,141.4652148,84.37016696,1.50832754,1.204114798,205,50.57142857,67.32131906,68.00881696,5821.4858,3021.016571,1237.09508,54.09571826,1.314442185,0.914802177,10488.571,1667.383429,3767.403176,3632.649185,90.89,112.3164286,69.83331461,101.1663977,1.427996553,0.838666466,127.05,81.20785714,49.43816744,41.6676208,7.7844,3.796857143,4.403790498,1.035251116,1.37497728,1.073093846,12.878,1.595714286,4.473362655,4.60300006,172.205316,61.37233143,16.06422788,0.619734632,0.847404163,0.567706108,429.97342,51.41338286,198.5546003,139.6309224,2,2.257142857,1.888175023,2.210679409,1.557113098,1.047221368,2,1.128571429,0.632455532,0.46860627,27
5,92.729214,59.46817757,73.13278722,36.81164604,1.449309193,1.114757589,122.90607,35.741099,47.09463317,54.4478632,766.44,1010.302143,720.6055105,938.3501166,1.544144543,0.831385675,810.6,743.1642857,290.1830291,355.2021431,161.2,105.4,141.4652148,84.60409671,1.50832754,1.255337679,205,49.31428571,67.32131906,68.32201068,5821.4858,3053.802286,1237.09508,54.27877676,1.314442185,1.021158994,10488.571,1667.383429,3767.403176,3692.513367,90.89,112.4707143,69.83331461,101.2928974,1.427996553,0.877252011,127.05,81.20785714,49.43816744,41.7087251,7.7844,3.758285714,4.403790498,1.031977304,1.37497728,1.186339533,12.878,1.595714286,4.473362655,4.531873713,172.205316,62.01518857,16.06422788,0.620695797,0.847404163,0.788886413,429.97342,42.84195429,198.5546003,141.2481694,2,2.235714286,1.888175023,2.1780865,1.557113098,1.0574405,2,1.114285714,0.632455532,0.501579139,26
5,92.729214,61.05111329,73.13278722,37.51393024,1.449309193,1.146919257,122.90607,35.741099,47.09463317,55.18272535,766.44,1009.784286,720.6055105,937.6916599,1.544144543,0.844440229,810.6,743.1642857,290.1830291,355.5989039,161.2,106.1142857,141.4652148,84.99542186,1.50832754,1.282953016,205,49.31428571,67.32131906,68.83490453,5821.4858,3108.445143,1237.09508,54.5852519,1.314442185,1.071093732,10488.571,1667.383429,3767.403176,3789.556139,90.89,112.7278571,69.83331461,101.5040819,1.427996553,0.899355651,127.05,81.20785714,49.43816744,41.77587619,7.7844,3.694,4.403790498,1.026543942,1.37497728,1.260017145,12.878,1.595714286,4.473362655,4.410032135,172.205316,63.08661714,16.06422788,0.622301053,0.847404163,0.894889879,429.97342,30.69909714,198.5546003,143.8968152,2,2.2,1.888175023,2.124829328,1.557113098,1.053346188,2,1.114285714,0.632455532,0.55032458,27
5,69.17125,47.50531923,54.8727651,33.31907275,1.419173391,1.428951541,121.3276,14.30396154,41.8090109,40.7277631,753.08,1006.965385,708.3233404,943.3287776,1.543037642,0.94357668,810.6,684.3846154,290.5942009,337.8823497,170.4,112.2692308,148.5844874,88.77392013,1.50703212,1.509580983,205,26,70.33804092,76.01698074,3698.6858,2877.077154,791.9470941,64.28901404,1.218288238,0.84987614,8958.571,2066.922846,3052.920006,3647.091043,62.564,108.7238462,31.6524096,82.05215942,1.158143597,0.754630048,138.63,76.58192308,57.15221592,50.33209773,8.2524,5.271076923,4.68830002,1.340282729,1.391841633,1.181176227,12.878,2.903538462,4.428100161,5.659610702,127.005316,103.3989277,14.54364543,1.202677088,0.853359245,0.429594404,399.97342,92.29338,154.8943183,166.8227082,2.2,2.076923077,2.168943542,2.063362233,1.594166699,1.285131934,1,1,0.4,0.266469355,82
4,88.9444675,57.87396707,66.36159243,36.11956035,1.181795239,1.022290892,122.90607,33.76800993,51.96882779,53.63940497,775.425,1010.544286,718.1529,938.5127767,1.305967036,0.78320666,810.6,739.575,323.8118078,355.1838844,160.25,105.1,136.1260031,84.37135205,1.259243972,1.173032918,205,46.11428571,75.2375405,68.52166498,4654.35725,2980.330857,724.9532109,53.75848629,1.033128801,0.788888532,8958.571,1623.483429,3306.162897,3582.370597,81.8375,111.9703571,60.12317856,100.2449502,1.159686593,0.786900489,127.05,81.0975,51.43371189,42.10234422,6.9055,3.834714286,3.479474849,1.039211192,1.088575342,0.964031049,12.878,1.744571429,4.599064117,4.658301352,107.756645,60.97947429,7.06248773,0.620535408,0.30814799,0.257045108,399.97342,57.12766857,168.8542438,138.5288927,2.25,2.264285714,2.213363839,2.226221639,1.368922361,1.048834273,1,1.1,0.433012702,0.440952124,30
4,76.5177175,56.80881707,59.31009613,35.77343242,1.197273033,0.981879784,122.90607,34.83315993,44.28945853,52.53320698,787.05,1011.540714,734.2196242,940.2943443,1.313008024,0.786865234,772,738.5785714,314.5059658,353.8198315,151.75,104.3714286,131.3021966,84.1108347,1.275273991,1.160059751,171,46.84285714,65.57962717,67.1114577,4434.35725,2961.473714,674.4847514,53.42701749,0.99598278,0.769628332,8958.571,1623.483429,3402.856196,3581.848921,79.6075,111.7792143,48.47726468,98.41196213,1.096671769,0.777657156,135.97,81.28864286,54.37309692,42.55789235,6.9055,3.834714286,3.479474849,1.039211192,1.088575342,0.964031049,12.878,1.744571429,4.599064117,4.658301352,112.006645,61.34376,8.339818346,0.629441023,0.403693221,0.283412117,399.97342,57.12766857,166.7423511,138.437714,2.25,2.264285714,2.213363839,2.226221639,1.368922361,1.048834273,1,1.1,0.433012702,0.440952124,39
4,76.5177175,57.54146664,59.31009613,36.00969257,1.197273033,0.899624878,122.90607,38.06923807,44.28945853,53.30968897,787.05,1011.427857,734.2196242,940.0996653,1.313008024,0.763668388,772,746.4214286,314.5059658,353.9685777,151.75,104.0285714,131.3021966,83.97147988,1.275273991,1.075232736,171,52.75714286,65.57962717,66.58420478,4434.35725,3011.702286,674.4847514,54.07881554,0.99598278,0.718623049,8958.571,1711.283429,3402.856196,3601.447423,79.6075,112.3930714,48.47726468,101.3012769,1.096671769,0.780834109,135.97,81.38192857,54.37309692,41.32745889,6.9055,3.810428571,3.479474849,1.035670678,1.088575342,0.882547321,12.878,1.814285714,4.599064117,4.640921625,112.006645,61.02947429,8.339818346,0.620598048,0.403693221,0.253800054,399.97342,57.12766857,166.7423511,138.5221105,2.25,2.278571429,2.213363839,2.239154132,1.368922361,1.006120152,1,1.128571429,0.433012702,0.448296094,14.8
4,76.5177175,57.17514186,59.31009613,35.89136809,1.197273033,0.943560479,122.90607,36.451199,44.28945853,52.92413987,787.05,1011.484286,734.2196242,940.1969998,1.313008024,0.776332032,772,742.5,314.5059658,353.8942169,151.75,104.2,131.3021966,84.04112841,1.275273991,1.121818162,171,49.8,65.57962717,66.84857088,4434.35725,2986.588,674.4847514,53.75192856,0.99598278,0.745714935,8958.571,1667.383429,3402.856196,3591.749343,79.6075,112.0861429,48.47726468,99.84616881,1.096671769,0.779396614,135.97,81.33528571,54.37309692,41.94831028,6.9055,3.822571429,3.479474849,1.037439425,1.088575342,0.927479442,12.878,1.757142857,4.599064117,4.649635465,112.006645,61.18661714,8.339818346,0.625003896,0.403693221,0.269729743,399.97342,57.12766857,166.7423511,138.4800078,2.25,2.271428571,2.213363839,2.232678522,1.368922361,1.029174687,1,1.114285714,0.433012702,0.44469664,30
4,76.5177175,56.25932989,59.31009613,35.59725512,1.197273033,1.032709392,122.90607,32.40610132,44.28945853,51.93644666,787.05,1011.625357,734.2196242,940.4403801,1.313008024,0.80011072,772,732.6964286,314.5059658,353.7082071,151.75,104.6285714,131.3021966,84.21550256,1.275273991,1.207421347,171,42.40714286,65.57962717,67.50305209,4434.35725,2923.802286,674.4847514,52.94332962,0.99598278,0.801733278,8958.571,1557.633429,3402.856196,3566.615201,79.6075,111.3188214,48.47726468,96.29918668,1.096671769,0.774627632,135.97,81.21867857,54.37309692,43.45217062,6.9055,3.852928571,3.479474849,1.041874519,1.088575342,1.008830329,12.878,1.744571429,4.599064117,4.671210855,112.006645,61.57947429,8.339818346,0.636155846,0.403693221,0.301271061,399.97342,57.12766857,166.7423511,138.3739144,2.25,2.253571429,2.213363839,2.216571311,1.368922361,1.074236493,1,1.078571429,0.433012702,0.435055122,35.5
4,76.5177175,56.0761675,59.31009613,35.53872237,1.197273033,1.048294037,122.90607,31.59708179,44.28945853,51.73469999,787.05,1011.653571,734.2196242,940.4890637,1.313008024,0.804001739,772,730.7357143,314.5059658,353.6709866,151.75,104.7142857,131.3021966,84.25042079,1.275273991,1.221159956,171,40.92857143,65.57962717,67.63286244,4434.35725,2911.245143,674.4847514,52.78307539,0.99598278,0.811663101,8958.571,1535.683429,3402.856196,3561.434266,79.6075,111.1653571,48.47726468,95.60505639,1.096671769,0.77352072,135.97,81.19535714,54.37309692,43.74512434,6.9055,3.859,3.479474849,1.04276381,1.088575342,1.021714946,12.878,1.744571429,4.599064117,4.675490333,112.006645,61.65804571,8.339818346,0.638410002,0.403693221,0.30668396,399.97342,57.12766857,166.7423511,138.3525521,2.25,2.25,2.213363839,2.213363839,1.368922361,1.081859381,1,1.071428571,0.433012702,0.433012702,23.3
4,76.5177175,55.70984271,59.31009613,35.42194546,1.197273033,1.077782861,122.90607,29.97904271,44.28945853,51.32686699,787.05,1011.71,734.2196242,940.5864385,1.313008024,0.811136187,772,726.8142857,314.5059658,353.5965272,151.75,104.8857143,131.3021966,84.32030067,1.275273991,1.246113094,171,37.97142857,65.57962717,67.8914139,4434.35725,2886.130857,674.4847514,52.46402069,0.99598278,0.830562563,8958.571,1491.783429,3402.856196,3550.916503,79.6075,110.8584286,48.47726468,94.23176974,1.096671769,0.771173466,135.97,81.14871429,54.37309692,44.32362958,6.9055,3.871142857,3.479474849,1.044544671,1.088575342,1.044969536,12.878,1.744571429,4.599064117,4.684013951,112.006645,61.81518857,8.339818346,0.642942303,0.403693221,0.316851791,399.97342,57.12766857,166.7423511,138.3096836,2.25,2.242857143,2.213363839,2.206962815,1.368922361,1.096051918,1,1.057142857,0.433012702,0.428809458,18.2
4,76.5177175,55.34351793,59.31009613,35.30555227,1.197273033,1.105284639,122.90607,28.36100364,44.28945853,50.9131317,787.05,1011.766429,734.2196242,940.6838234,1.313008024,0.817508478,772,722.8928571,314.5059658,353.5220431,151.75,105.0571429,131.3021966,84.39023852,1.275273991,1.268104203,171,35.01428571,65.57962717,68.14855322,4434.35725,2861.016571,674.4847514,52.14689457,0.99598278,0.848319376,8958.571,1447.883429,3402.856196,3540.189337,79.6075,110.5515,48.47726468,92.87820921,1.096671769,0.768656136,135.97,81.10207143,54.37309692,44.89258251,6.9055,3.883285714,3.479474849,1.046328573,1.088575342,1.065283631,12.878,1.744571429,4.599064117,4.692490664,112.006645,61.97233143,8.339818346,0.647506781,0.403693221,0.326254937,399.97342,57.12766857,166.7423511,138.2666233,2.25,2.235714286,2.213363839,2.200580301,1.368922361,1.108993426,1,1.042857143,0.433012702,0.424444415,18.3
4,76.5177175,54.97719314,59.31009613,35.18954153,1.197273033,1.1310182,122.90607,26.74296457,44.28945853,50.49334902,787.05,1011.822857,734.2196242,940.7812183,1.313008024,0.823208733,772,718.9714286,314.5059658,353.4475343,151.75,105.2285714,131.3021966,84.46023438,1.275273991,1.287494211,171,32.05714286,65.57962717,68.40429632,4434.35725,2835.902286,674.4847514,51.83168535,0.99598278,0.865049698,8958.571,1403.983429,3402.856196,3529.250858,79.6075,110.2445714,48.47726468,91.54409144,1.096671769,0.765974671,135.97,81.05542857,54.37309692,45.45234184,6.9055,3.895428571,3.479474849,1.048115522,1.088575342,1.083027924,12.878,1.744571429,4.599064117,4.700920726,112.006645,62.12947429,8.339818346,0.652103663,0.403693221,0.334994826,399.97342,57.12766857,166.7423511,138.2233709,2.25,2.228571429,2.213363839,2.194216246,1.368922361,1.120817821,1,1.028571429,0.433012702,0.419912527,18.3
