number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
5,88.936744,51.68166802,70.35897547,35.26146715,1.445824393,1.425421528,122.90607,17.07451409,46.48233522,44.3319039,743.42,1000.611284,696.3138494,934.9560171,1.538526557,0.926507858,810.6,691.5575875,296.615154,341.9027758,170.6,114.4124514,148.7373524,89.97661813,1.506997782,1.433829696,205,32.40466926,70.40624972,78.11665128,4617.8858,3027.93686,1043.153792,69.98944059,1.324548305,0.910558161,8958.571,2091.067031,2958.021492,3666.659972,71.69,109.3101167,52.69696748,87.61042822,1.354051962,0.798705001,127.05,75.192607,50.28149162,48.77643048,7.8044,5.282544747,4.411557372,1.360168583,1.374615052,1.104067955,12.878,2.960311284,4.489231275,5.646408315,89.605316,97.44607572,8.418911599,1.139159168,0.457810242,0.207832633,399.97342,93.3710449,155.3296092,167.1192812,2.4,2.093385214,2.352158045,2.077180876,1.589026915,1.276900151,1,1.019455253,0.489897949,0.290971503,51.4
5,88.936744,51.82105188,70.35897547,35.370483,1.445824393,1.424964103,122.90607,17.14121141,46.48233522,44.36216593,743.42,999.390625,696.3138494,933.716392,1.538526557,0.929423543,810.6,689.1296875,296.615154,342.0105361,170.6,114.671875,148.7373524,90.19773587,1.506997782,1.433720608,205,32.53125,70.40624972,78.15850375,4617.8858,3039.759156,1043.153792,71.06145344,1.324548305,0.910544607,8958.571,2099.240844,2958.021492,3668.922523,71.69,109.1804688,52.69696748,87.44411211,1.354051962,0.800915876,127.05,74.9296875,50.28149162,48.82738859,7.8044,5.3023125,4.411557372,1.369833852,1.374615052,1.103626685,12.878,2.971875,4.489231275,5.648543111,89.605316,97.82662063,8.418911599,1.1560045,0.457810242,0.207823472,399.97342,93.73587938,155.3296092,167.3341983,2.4,2.09375,2.352158045,2.077488131,1.589026915,1.279140345,1,1.015625,0.489897949,0.291480595,47.2
5,88.936744,52.10311213,70.35897547,35.59212209,1.445824393,1.424023578,122.90607,17.27618157,46.48233522,44.42200379,743.42,996.9204724,696.3138494,931.2128854,1.538526557,0.935310942,810.6,684.2165354,296.615154,342.2151783,170.6,115.1968504,148.7373524,90.64685845,1.506997782,1.433473134,205,32.78740157,70.40624972,78.24049733,4617.8858,3063.683016,1043.153792,73.28129842,1.324548305,0.910517459,8958.571,2115.781551,2958.021492,3673.380407,71.69,108.9181102,52.69696748,87.10851645,1.354051962,0.805370968,127.05,74.3976378,50.28149162,48.92929523,7.8044,5.342314961,4.411557372,1.389603332,1.374615052,1.102740175,12.878,2.995275591,4.489231275,5.652649179,89.605316,98.59669969,8.418911599,1.190859013,0.457810242,0.207805125,399.97342,94.47416646,155.3296092,167.7656263,2.4,2.094488189,2.352158045,2.078110036,1.589026915,1.283630268,1,1.007874016,0.489897949,0.292506703,44.3
5,88.936744,52.38964952,70.35897547,35.81870138,1.445824393,1.423048178,122.90607,17.41329413,46.48233522,44.48087768,743.42,994.4111111,696.3138494,928.6765136,1.538526557,0.941274011,810.6,679.2253968,296.615154,342.4046975,170.6,115.7301587,148.7373524,91.10539987,1.506997782,1.433185698,205,33.04761905,70.40624972,78.32010149,4617.8858,3087.986619,1043.153792,75.60739486,1.324548305,0.910490256,8958.571,2132.58481,2958.021492,3677.744171,71.69,108.6515873,52.69696748,86.76891264,1.354051962,0.809870674,127.05,73.85714286,50.28149162,49.03116515,7.8044,5.382952381,4.411557372,1.409978778,1.374615052,1.101848307,12.878,3.019047619,4.489231275,5.656527712,89.605316,99.37900222,8.418911599,1.227342989,0.457810242,0.207786747,399.97342,95.22417238,155.3296092,168.1991592,2.4,2.095238095,2.352158045,2.078742004,1.589026915,1.288132105,1,1,0.489897949,0.293543524,28.1
5,88.936744,81.47929957,70.35897547,68.24075803,1.445824393,1.20450713,122.90607,35.29010757,46.48233522,40.64373406,743.42,738.9085714,696.3138494,703.1672369,1.538526557,1.323483906,810.6,311.5557143,296.615154,254.9967584,170.6,170.7428571,148.7373524,152.6869559,1.506997782,1.237213364,205,65.88571429,70.40624972,67.26359357,4617.8858,5519.575571,1043.153792,1794.379935,1.324548305,0.87148235,8958.571,3839.795857,2958.021492,3268.225954,71.69,81.08642857,52.69696748,57.38252235,1.354051962,0.989717709,127.05,50.67857143,50.28149162,52.20151539,7.8044,9.536,4.411557372,6.208438621,1.374615052,1.013652094,12.878,5.582571429,4.489231275,4.372988713,89.605316,178.9323686,8.418911599,26.45536206,0.457810242,0.205078169,399.97342,171.4247743,155.3296092,191.5366258,2.4,2.157142857,2.352158045,2.131579227,1.589026915,1.380621879,1,0.814285714,0.489897949,0.363935406,96.1
5,88.936744,81.50184914,70.35897547,68.2519004,1.445824393,1.265751515,122.90607,33.02702857,46.48233522,40.67513844,743.42,739.46,696.3138494,703.9110633,1.538526557,1.349465258,810.6,303.8257143,296.615154,254.5262324,170.6,169.9142857,148.7373524,152.1200374,1.506997782,1.284456328,205,59.48571429,70.40624972,66.59917264,4617.8858,5557.232714,1043.153792,1808.797339,1.324548305,0.908828631,8958.571,3839.795857,2958.021492,3260.030262,71.69,81.57285714,52.69696748,58.3449924,1.354051962,1.013506281,127.05,49.97142857,50.28149162,51.74427138,7.8044,9.511714286,4.411557372,6.187286937,1.374615052,1.03860916,12.878,5.582571429,4.489231275,4.386152291,89.605316,178.86094,8.418911599,26.33265939,0.457810242,0.206677741,399.97342,171.4247743,155.3296092,191.5975506,2.4,2.171428571,2.352158045,2.143961926,1.589026915,1.422772105,1,0.771428571,0.489897949,0.376883027,81.3
5,88.936744,81.52439871,70.35897547,68.26304459,1.445824393,1.312888267,122.90607,31.06521429,46.48233522,40.7065061,743.42,740.0114286,696.3138494,704.6556766,1.538526557,1.369403506,810.6,296.0957143,296.615154,254.0536381,170.6,169.0857143,148.7373524,151.5552239,1.506997782,1.322377464,205,55.28571429,70.40624972,65.91764187,4617.8858,5594.889857,1043.153792,1823.330584,1.324548305,0.937008356,8958.571,3839.795857,2958.021492,3251.377801,71.69,82.05928571,52.69696748,59.32360584,1.354051962,1.0323896,127.05,49.26428571,50.28149162,51.27833662,7.8044,9.487428571,4.411557372,6.166207316,1.374615052,1.058067308,12.878,5.582571429,4.489231275,4.399142412,89.605316,178.7895114,8.418911599,26.21052583,0.457810242,0.207655294,399.97342,171.4247743,155.3296092,191.6584294,2.4,2.185714286,2.352158045,2.156416559,1.589026915,1.453427989,1,0.728571429,0.489897949,0.388875931,65.6
5,88.936744,81.54694829,70.35897547,68.2741906,1.445824393,1.350314416,122.90607,29.1034,46.48233522,40.73783712,743.42,740.5628571,696.3138494,705.4010775,1.538526557,1.385195272,810.6,288.3657143,296.615154,253.5789638,170.6,168.2571429,148.7373524,150.9925076,1.506997782,1.353806113,205,55.28571429,70.40624972,65.2184649,4617.8858,5632.547,1043.153792,1837.9806,1.324548305,0.959035549,8958.571,3839.795857,2958.021492,3242.264916,71.69,82.54571429,52.69696748,60.31863344,1.354051962,1.048016979,127.05,48.55714286,50.28149162,50.803472,7.8044,9.463142857,4.411557372,6.145199512,1.374615052,1.073689402,12.878,5.582571429,4.489231275,4.411960608,89.605316,178.7180829,8.418911599,26.08895874,0.457810242,0.208196003,399.97342,171.4247743,155.3296092,191.7192623,2.4,2.2,2.352158045,2.168943542,1.589026915,1.47634436,1,0.685714286,0.489897949,0.4,50.1
5,88.936744,81.56949786,70.35897547,68.28533843,1.445824393,1.38006898,122.90607,27.14158571,46.48233522,40.7691316,743.42,741.1142857,696.3138494,706.1472669,1.538526557,1.397722887,810.6,280.6357143,296.615154,253.102198,170.6,167.4285714,148.7373524,150.4318805,1.506997782,1.380016127,205,55.28571429,70.40624972,64.50106786,4617.8858,5670.204143,1043.153792,1852.748325,1.324548305,0.976349025,8958.571,3839.795857,2958.021492,3232.687712,71.69,83.03214286,52.69696748,61.33035052,1.354051962,1.06117766,127.05,48.075,50.28149162,50.3194247,7.8044,9.438857143,4.411557372,6.12426328,1.374615052,1.086232009,12.878,5.582571429,4.489231275,4.424608374,89.605316,178.6466543,8.418911599,25.96795548,0.457810242,0.208384615,399.97342,171.4247743,155.3296092,191.7800493,2.4,2.214285714,2.352158045,2.181543297,1.589026915,1.493309535,1,0.642857143,0.489897949,0.410325903,42.6
5,88.936744,81.59204743,70.35897547,68.29648808,1.445824393,1.403305971,122.90607,25.17977143,46.48233522,40.80038961,743.42,741.6657143,696.3138494,706.8942456,1.538526557,1.407488061,810.6,272.9057143,296.615154,252.6233288,170.6,166.6,148.7373524,149.8733351,1.506997782,1.401697239,205,55.28571429,70.40624972,63.76483581,4617.8858,5707.861286,1043.153792,1867.634705,1.324548305,0.989794471,8958.571,3839.795857,2958.021492,3222.642049,71.69,83.51857143,52.69696748,62.35903701,1.354051962,1.072337998,127.05,48.29571429,50.28149162,49.82592711,7.8044,9.414571429,4.411557372,6.103398375,1.374615052,1.096111195,12.878,5.582571429,4.489231275,4.437087167,89.605316,178.5752257,8.418911599,25.84751345,0.457810242,0.208268064,399.97342,171.4247743,155.3296092,191.8407904,2.4,2.228571429,2.352158045,2.194216246,1.589026915,1.505371016,1,0.6,0.489897949,0.419912527,13.2
5,88.936744,51.25780746,70.35897547,34.93833756,1.445824393,1.374323505,122.90607,19.00236562,46.48233522,44.21598537,743.42,1003.92,696.3138494,938.093093,1.538526557,0.907172867,810.6,702.8915385,296.615154,341.9777841,170.6,114.0923077,148.7373524,89.50573117,1.506997782,1.396291246,205,35.47692308,70.40624972,78.61536806,4617.8858,2972.738692,1043.153792,66.62866206,1.324548305,0.873271312,8958.571,2066.922846,2958.021492,3649.508297,71.69,109.4311538,52.69696748,87.3179612,1.354051962,0.779922591,127.05,76.35,50.28149162,49.0370685,7.8044,5.237230769,4.411557372,1.334465272,1.374615052,1.080797796,12.878,2.974615385,4.489231275,5.644141744,89.605316,96.36046615,8.418911599,1.093554541,0.457810242,0.20626028,399.97342,92.29338,155.3296092,166.4590715,2.4,2.084615385,2.352158045,2.069807829,1.589026915,1.243998359,1,1.053846154,0.489897949,0.2783085,96.1
5,88.936744,51.26994954,70.35897547,34.94140923,1.445824393,1.426743567,122.90607,16.87750046,46.48233522,44.23982932,743.42,1004.216923,696.3138494,938.6272976,1.538526557,0.917871126,810.6,698.7292308,296.615154,341.5587966,170.6,113.6461538,148.7373524,89.32663067,1.506997782,1.434099923,205,32.03076923,70.40624972,77.98785522,4617.8858,2993.015615,1043.153792,66.91639236,1.324548305,0.910598742,8958.571,2066.922846,2958.021492,3659.745571,71.69,109.6930769,52.69696748,88.10354993,1.354051962,0.792138721,127.05,75.96923077,50.28149162,48.6235776,7.8044,5.224153846,4.411557372,1.33201527,1.374615052,1.105383935,12.878,2.926153846,4.489231275,5.639693143,89.605316,96.32200462,8.418911599,1.090820524,0.457810242,0.207860071,399.97342,92.29338,155.3296092,166.4777494,2.4,2.092307692,2.352158045,2.076273559,1.589026915,1.27019996,1,1.030769231,0.489897949,0.289459811,76.3
5,88.936744,51.28209162,70.35897547,34.94448117,1.445824393,1.467091586,122.90607,14.75263531,46.48233522,44.26365709,743.42,1004.513846,696.3138494,939.1618064,1.538526557,0.926181125,810.6,694.5669231,296.615154,341.1390361,170.6,113.2,148.7373524,89.14788855,1.506997782,1.464332991,205,28.96153846,70.40624972,77.35267884,4617.8858,3013.292538,1043.153792,67.20536519,1.324548305,0.938761866,8958.571,2066.922846,2958.021492,3669.842253,71.69,109.955,52.69696748,88.89620649,1.354051962,0.802430275,127.05,75.58846154,50.28149162,48.20511697,7.8044,5.211076923,4.411557372,1.329569766,1.374615052,1.12457729,12.878,2.903538462,4.489231275,5.635210684,89.605316,96.28354308,8.418911599,1.088093344,0.457810242,0.20883792,399.97342,92.29338,155.3296092,166.4964163,2.4,2.1,2.352158045,2.082759488,1.589026915,1.290065885,1,1.007692308,0.489897949,0.3,54.8
5,88.936744,51.29423369,70.35897547,34.94755338,1.445824393,1.499130148,122.90607,12.62777015,46.48233522,44.28746872,743.42,1004.810769,696.3138494,939.6966195,1.538526557,0.932852311,810.6,690.4046154,296.615154,340.7184997,170.6,112.7538462,148.7373524,88.96950408,1.506997782,1.489284578,205,27.46153846,70.40624972,76.70964853,4617.8858,3033.569462,1043.153792,67.49558594,1.324548305,0.960774007,8958.571,2066.922846,2958.021492,3679.799502,71.69,110.2169231,52.69696748,89.69599449,1.354051962,0.811441201,127.05,75.20769231,50.28149162,47.78155605,7.8044,5.198,4.411557372,1.327128752,1.374615052,1.140008747,12.878,2.903538462,4.489231275,5.630694287,89.605316,96.24508154,8.418911599,1.085372981,0.457810242,0.209378982,399.97342,92.29338,155.3296092,166.5150722,2.4,2.107692308,2.352158045,2.089265677,1.589026915,1.305650139,1,0.984615385,0.489897949,0.30999141,32.2
5,88.936744,51.30637577,70.35897547,34.95062586,1.445824393,1.52460381,122.90607,10.502905,46.48233522,44.31126422,743.42,1005.107692,696.3138494,940.2317372,1.538526557,0.938232774,810.6,686.2423077,296.615154,340.2971845,170.6,112.3076923,148.7373524,88.79147657,1.506997782,1.509991653,205,25.96153846,70.40624972,76.0585651,4617.8858,3053.846385,1043.153792,67.78705997,1.324548305,0.97807364,8958.571,2066.922846,2958.021492,3689.618447,71.69,110.4788462,52.69696748,90.50297808,1.354051962,0.819476916,127.05,74.94807692,50.28149162,47.35275797,7.8044,5.184923077,4.411557372,1.32469222,1.374615052,1.152420483,12.878,2.903538462,4.489231275,5.626143869,89.605316,96.20662,8.418911599,1.08265942,0.457810242,0.209567992,399.97342,92.29338,155.3296092,166.5337172,2.4,2.115384615,2.352158045,2.095792191,1.589026915,1.317923066,1,0.961538462,0.489897949,0.319485533,0.3
5,69.17125,81.01692766,54.8727651,67.78503587,1.419173391,1.12438704,121.3276,38.70050707,41.8090109,40.68824349,753.08,738.3986712,708.3233404,702.4852881,1.543037642,1.305925684,810.6,315.1207315,290.5942009,255.4308261,170.4,171.3609087,148.5844874,153.1014881,1.50703212,1.201336238,205,70.44020574,70.33804092,67.78626422,3698.6858,5462.975139,791.9470941,1767.216381,1.218288238,0.816853424,8958.571,3840.344478,3052.920006,3291.022187,62.564,80.44161309,31.6524096,55.67900106,1.158143597,0.951311539,138.63,51.36540934,57.15221592,52.85165097,8.2524,9.545906558,4.68830002,6.220374738,1.391841633,1.001619748,12.878,5.583369053,4.428100161,4.358164388,127.005316,180.3324161,14.54364543,27.04969798,0.853359245,0.243860456,399.97342,171.449267,154.8943183,190.9945188,2.2,2.137448207,2.168943542,2.114625298,1.594166699,1.338494934,1,0.842977568,0.4,0.344319905,86
